PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Age_is_missing,Name_is_missing,Sex_is_missing,Ticket_is_missing,Cabin_is_missing,Embarked_is_missing
170,0,3,487,2,28.0,0,0,81,56.4958,0,3,False,False,False,False,True,False
171,0,1,833,2,61.0,0,0,6,33.5,19,3,False,False,False,False,False,False
172,0,3,681,2,4.0,4,1,481,29.125,0,2,False,False,False,False,True,False
173,1,3,409,1,1.0,1,1,345,11.1333,0,3,False,False,False,False,True,False
174,0,3,753,2,21.0,0,0,660,7.925,0,3,False,False,False,False,True,False
175,0,1,770,2,56.0,0,0,91,30.6958,15,1,False,False,False,False,False,False
176,0,3,445,2,18.0,1,1,413,7.8542,0,3,False,False,False,False,True,False
177,0,3,465,2,28.0,3,1,489,25.4667,0,3,True,False,False,False,True,False
178,0,1,389,1,50.0,0,0,594,28.7125,70,1,False,False,False,False,False,False
179,0,2,321,2,30.0,0,0,170,13.0,0,3,False,False,False,False,True,False
180,0,3,475,2,36.0,0,0,575,0.0,0,3,False,False,False,False,True,False
181,0,3,718,1,28.0,8,2,569,69.55,0,3,True,False,False,False,True,False
182,0,2,651,2,28.0,0,0,630,15.05,0,1,True,False,False,False,True,False
183,0,3,42,2,9.0,4,2,330,31.3875,0,3,False,False,False,False,True,False
184,1,2,77,2,1.0,2,1,115,39.0,145,3,False,False,False,False,False,False
185,1,3,442,1,4.0,0,2,272,22.025,0,3,False,False,False,False,True,False
186,0,1,701,2,28.0,0,0,35,50.0,10,3,True,False,False,False,False,False
187,1,3,602,1,28.0,1,0,460,15.5,0,2,True,False,False,False,True,False
188,1,1,699,2,45.0,0,0,12,26.55,0,3,False,False,False,False,True,False
189,0,3,102,2,40.0,1,1,436,15.5,0,2,False,False,False,False,True,False
190,0,3,824,2,36.0,0,0,387,7.8958,0,3,False,False,False,False,True,False
191,1,2,665,1,32.0,0,0,123,13.0,0,3,False,False,False,False,True,False
192,0,2,137,2,19.0,0,0,228,13.0,0,3,False,False,False,False,True,False
193,1,3,21,1,19.0,1,0,407,7.8542,0,3,False,False,False,False,True,False
194,1,2,580,2,3.0,1,1,114,26.0,142,3,False,False,False,False,False,False
195,1,1,114,1,44.0,0,0,605,27.7208,29,1,False,False,False,False,False,False
196,1,1,496,1,58.0,0,0,587,146.5208,44,1,False,False,False,False,False,False
197,0,3,534,2,28.0,0,0,453,7.75,0,2,True,False,False,False,True,False
198,0,3,612,2,42.0,0,1,495,8.4042,0,3,False,False,False,False,True,False
199,1,3,498,1,28.0,0,0,462,7.75,0,2,True,False,False,False,True,False
200,0,2,882,1,24.0,0,0,161,13.0,0,3,False,False,False,False,True,False
201,0,3,835,2,28.0,0,0,307,9.5,0,3,False,False,False,False,True,False
202,0,3,722,2,28.0,8,2,569,69.55,0,3,True,False,False,False,True,False
203,0,3,404,2,34.0,0,0,243,6.4958,0,3,False,False,False,False,True,False
204,0,3,879,2,45.5,0,0,178,7.225,0,1,False,False,False,False,True,False
205,1,3,167,2,18.0,0,0,531,8.05,0,3,False,False,False,False,True,False
206,0,3,790,1,2.0,0,1,317,10.4625,146,3,False,False,False,False,False,False
207,0,3,52,2,32.0,1,0,248,15.85,0,3,False,False,False,False,True,False
208,1,3,10,2,26.0,0,0,217,18.7875,0,1,False,False,False,False,True,False
209,1,3,141,1,16.0,0,0,446,7.75,0,2,False,False,False,False,True,False
210,1,1,95,2,40.0,0,0,18,31.0,9,1,False,False,False,False,False,False
211,0,3,13,2,24.0,0,0,643,7.05,0,3,False,False,False,False,True,False
212,1,2,132,1,35.0,0,0,571,21.0,0,3,False,False,False,False,True,False
213,0,3,650,2,22.0,0,0,527,7.25,0,3,False,False,False,False,True,False
214,0,2,289,2,30.0,0,0,164,13.0,0,3,False,False,False,False,True,False
215,0,3,438,2,28.0,1,0,444,7.75,0,2,True,False,False,False,True,False
216,1,1,583,1,31.0,1,0,417,113.275,104,1,False,False,False,False,False,False
217,1,3,376,1,27.0,0,0,671,7.925,0,3,False,False,False,False,True,False
218,0,2,391,2,42.0,1,0,143,27.0,0,3,False,False,False,False,True,False
219,1,1,73,1,32.0,0,0,64,76.2917,94,1,False,False,False,False,False,False
220,0,2,339,2,30.0,0,0,680,10.5,0,3,False,False,False,False,True,False
221,1,3,792,2,16.0,0,0,654,8.05,0,3,False,False,False,False,True,False
222,0,2,106,2,27.0,0,0,106,13.0,0,3,False,False,False,False,True,False
223,0,3,307,2,51.0,0,0,103,8.05,0,3,False,False,False,False,True,False
224,0,3,582,2,28.0,0,0,376,7.8958,0,3,True,False,False,False,True,False
225,1,1,380,2,38.0,1,0,94,90.0,88,3,False,False,False,False,False,False
226,0,3,84,2,22.0,0,0,616,9.35,0,3,False,False,False,False,True,False
227,1,2,532,2,19.0,0,0,673,10.5,0,3,False,False,False,False,True,False
228,0,3,493,2,20.5,0,0,526,7.25,0,3,False,False,False,False,True,False
229,0,2,244,2,18.0,0,0,126,13.0,0,3,False,False,False,False,True,False
230,0,3,468,1,28.0,3,1,489,25.4667,0,3,True,False,False,False,True,False
231,1,1,340,1,35.0,1,0,458,83.475,81,3,False,False,False,False,False,False
232,0,3,461,2,29.0,0,0,323,7.775,0,3,False,False,False,False,True,False
233,0,2,755,2,59.0,0,0,129,13.5,0,3,False,False,False,False,True,False
234,1,3,44,1,5.0,4,2,330,31.3875,0,3,False,False,False,False,True,False
235,0,2,480,2,24.0,0,0,555,10.5,0,3,False,False,False,False,True,False
236,0,3,330,1,28.0,0,0,678,7.55,0,3,True,False,False,False,True,False
237,0,2,371,2,44.0,1,0,199,26.0,0,3,False,False,False,False,True,False
238,1,2,173,1,8.0,0,2,557,26.25,0,3,False,False,False,False,True,False
239,0,2,649,2,19.0,0,0,232,10.5,0,3,False,False,False,False,True,False
240,0,2,384,2,33.0,0,0,637,12.275,0,3,False,False,False,False,True,False
241,0,3,884,1,28.0,1,0,194,14.4542,0,1,True,False,False,False,True,False
242,1,3,568,1,28.0,1,0,445,15.5,0,2,True,False,False,False,True,False
243,0,2,170,2,29.0,0,0,675,10.5,0,3,False,False,False,False,True,False
244,0,3,501,2,22.0,0,0,659,7.125,0,3,False,False,False,False,True,False
245,0,3,48,2,30.0,0,0,214,7.225,0,1,False,False,False,False,True,False
246,0,1,540,2,44.0,2,0,93,90.0,79,2,False,False,False,False,False,False
247,0,3,482,1,25.0,0,0,326,7.775,0,3,False,False,False,False,True,False
248,1,2,323,1,24.0,0,2,167,14.5,0,3,False,False,False,False,True,False
249,1,1,79,2,37.0,1,1,55,52.5542,103,3,False,False,False,False,False,False
250,0,2,148,2,54.0,1,0,145,26.0,0,3,False,False,False,False,True,False
251,0,3,674,2,28.0,0,0,423,7.25,0,3,True,False,False,False,True,False
252,0,3,791,1,29.0,1,1,317,10.4625,146,3,False,False,False,False,False,False
253,0,1,783,2,62.0,0,0,32,26.55,84,3,False,False,False,False,False,False
254,0,3,488,2,30.0,1,0,537,16.1,0,3,False,False,False,False,True,False
255,0,3,703,1,41.0,0,2,459,20.2125,0,3,False,False,False,False,True,False
256,1,3,820,1,29.0,0,2,186,15.2458,0,1,False,False,False,False,True,False
257,1,1,809,1,28.0,0,0,590,79.2,0,1,True,False,False,False,True,False
258,1,1,157,1,30.0,0,0,1,86.5,41,3,False,False,False,False,False,False
259,1,1,845,1,35.0,0,0,609,512.3292,0,1,False,False,False,False,True,False
260,1,2,637,1,50.0,0,1,116,26.0,0,3,False,False,False,False,True,False
261,0,3,772,2,28.0,0,0,483,7.75,0,2,True,False,False,False,True,False
262,1,3,43,2,3.0,4,2,330,31.3875,0,3,False,False,False,False,True,False
263,0,1,800,2,52.0,1,1,2,79.65,135,3,False,False,False,False,False,False
264,0,1,341,2,40.0,0,0,17,0.0,47,3,False,False,False,False,False,False
265,0,3,357,1,28.0,0,0,479,7.75,0,2,True,False,False,False,True,False
266,0,2,675,2,36.0,0,0,547,10.5,0,3,False,False,False,False,True,False
267,0,3,632,2,16.0,4,1,250,39.6875,0,3,False,False,False,False,True,False
268,1,3,653,2,25.0,1,0,335,7.775,0,3,False,False,False,False,True,False
269,1,1,306,1,58.0,0,1,589,153.4625,58,3,False,False,False,False,False,False
270,1,1,92,1,35.0,0,0,614,135.6333,90,3,False,False,False,False,False,False
271,0,1,126,2,28.0,0,0,48,31.0,0,3,True,False,False,False,True,False
272,1,3,818,2,25.0,0,0,575,0.0,0,3,False,False,False,False,True,False
273,1,2,531,1,41.0,0,1,163,19.5,0,3,False,False,False,False,True,False
274,0,1,578,2,37.0,0,1,595,29.7,55,1,False,False,False,False,False,False
275,1,3,351,1,28.0,0,0,466,7.75,0,2,True,False,False,False,True,False
276,1,1,34,1,63.0,1,0,72,77.9583,114,3,False,False,False,False,False,False
277,0,3,483,1,45.0,0,0,327,7.75,0,3,False,False,False,False,True,False
278,0,2,635,2,28.0,0,0,136,0.0,0,3,True,False,False,False,True,False
279,0,3,682,2,7.0,4,1,481,29.125,0,2,False,False,False,False,True,False
280,1,3,3,1,35.0,1,1,552,20.25,0,3,False,False,False,False,True,False
281,0,3,228,2,65.0,0,0,291,7.75,0,2,False,False,False,False,True,False
282,0,3,615,2,28.0,0,0,341,7.8542,0,3,False,False,False,False,True,False
283,0,3,888,2,16.0,0,0,311,9.5,0,3,False,False,False,False,True,False
284,1,3,222,2,19.0,0,0,534,8.05,0,3,False,False,False,False,True,False
285,0,1,771,2,28.0,0,0,25,26.0,4,3,True,False,False,False,False,False
286,0,3,780,2,33.0,0,0,379,8.6625,0,1,False,False,False,False,True,False
287,1,3,887,2,30.0,0,0,309,9.5,0,3,False,False,False,False,True,False
288,0,3,571,2,22.0,0,0,354,7.8958,0,3,False,False,False,False,True,False
289,1,2,379,2,42.0,0,0,135,13.0,0,3,False,False,False,False,True,False
290,1,3,178,1,22.0,0,0,465,7.75,0,2,False,False,False,False,True,False
291,1,1,66,1,26.0,0,0,92,78.85,0,3,False,False,False,False,True,False
292,1,1,91,1,19.0,1,0,65,91.0792,32,1,False,False,False,False,False,False
293,0,2,478,2,36.0,0,0,636,12.875,91,1,False,False,False,False,False,False
294,0,3,316,1,24.0,0,0,377,8.85,0,3,False,False,False,False,True,False
295,0,3,542,2,24.0,0,0,375,7.8958,0,3,False,False,False,False,True,False
296,0,1,479,2,28.0,0,0,607,27.7208,0,1,True,False,False,False,True,False
297,0,3,325,2,23.5,0,0,213,7.2292,0,1,False,False,False,False,True,False
298,0,1,18,1,2.0,1,2,38,151.55,63,3,False,False,False,False,False,False
299,1,1,715,2,28.0,0,0,99,30.5,52,3,True,False,False,False,False,False
300,1,1,72,1,50.0,0,1,586,247.5208,37,1,False,False,False,False,False,False
301,1,3,432,1,28.0,0,0,514,7.75,0,2,True,False,False,False,True,False
302,1,3,519,2,28.0,2,0,442,23.25,0,2,True,False,False,False,True,False
303,0,3,412,2,19.0,0,0,575,0.0,0,3,False,False,False,False,True,False
304,1,2,429,1,28.0,0,0,110,12.35,117,2,True,False,False,False,False,False
305,0,3,869,2,28.0,0,0,528,8.05,0,3,True,False,False,False,True,False
306,1,1,17,2,0.92,1,2,38,151.55,63,3,False,False,False,False,False,False
307,1,1,249,1,28.0,0,0,84,110.8833,0,1,True,False,False,False,True,False
308,1,1,648,1,17.0,1,0,612,108.9,75,1,False,False,False,False,False,False
309,0,2,4,2,30.0,1,0,576,24.0,0,1,False,False,False,False,True,False
310,1,1,264,1,30.0,0,0,585,56.9292,126,1,False,False,False,False,False,False
311,1,1,349,1,24.0,0,0,60,83.1583,73,1,False,False,False,False,False,False
312,1,1,711,1,18.0,2,2,603,262.375,36,1,False,False,False,False,False,False
313,0,2,450,1,26.0,1,1,168,26.0,0,3,False,False,False,False,True,False
314,0,3,356,2,28.0,0,0,383,7.8958,0,3,False,False,False,False,True,False
315,0,2,343,2,43.0,1,1,572,26.25,0,3,False,False,False,False,True,False
316,1,3,591,1,26.0,0,0,344,7.8542,0,3,False,False,False,False,True,False
317,1,2,424,1,24.0,1,0,151,26.0,0,3,False,False,False,False,True,False
318,0,2,556,2,54.0,0,0,233,14.0,0,3,False,False,False,False,True,False
319,1,1,860,1,31.0,0,2,454,164.8667,77,3,False,False,False,False,False,False
320,1,1,776,1,40.0,1,1,82,134.5,125,1,False,False,False,False,False,False
321,0,3,212,2,22.0,0,0,525,7.25,0,3,False,False,False,False,True,False
322,0,3,201,2,27.0,0,0,366,7.8958,0,3,False,False,False,False,True,False
323,1,2,763,1,30.0,0,0,125,12.35,0,2,False,False,False,False,True,False
324,1,2,129,1,22.0,1,1,159,29.0,0,3,False,False,False,False,True,False
325,0,3,723,2,28.0,8,2,569,69.55,0,3,True,False,False,False,True,False
326,1,1,878,1,36.0,0,0,614,135.6333,66,1,False,False,False,False,False,False
327,0,3,599,2,61.0,0,0,300,6.2375,0,3,False,False,False,False,True,False
328,1,2,61,1,36.0,0,0,230,13.0,91,3,False,False,False,False,False,False
329,1,3,296,1,31.0,1,1,424,20.525,0,3,False,False,False,False,True,False
330,1,1,364,1,16.0,0,1,8,57.9792,18,1,False,False,False,False,False,False
331,1,3,518,1,28.0,2,0,442,23.25,0,2,True,False,False,False,True,False
332,0,1,638,2,45.5,0,0,21,28.5,57,3,False,False,False,False,False,False
333,0,1,305,2,38.0,0,1,589,153.4625,86,3,False,False,False,False,False,False
334,0,3,839,2,16.0,2,0,303,18.0,0,3,False,False,False,False,True,False
335,1,1,266,1,28.0,1,0,606,133.65,0,3,True,False,False,False,True,False
336,0,3,211,2,28.0,0,0,371,7.8958,0,3,True,False,False,False,True,False
337,0,1,643,2,29.0,1,0,37,66.6,62,3,False,False,False,False,False,False
338,1,1,118,1,41.0,0,0,82,134.5,128,1,False,False,False,False,False,False
339,1,3,193,2,45.0,0,0,511,8.05,0,3,False,False,False,False,True,False
340,0,1,94,2,45.0,0,0,40,35.5,147,3,False,False,False,False,False,False
341,1,2,579,2,2.0,1,1,114,26.0,142,3,False,False,False,False,False,False
